seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,pedometer_steps,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x
0.0,0.491252358201458,-0.8867765932755415,-0.272066809096222,5.855135831072233,6.918493065723153,0.9782816307662532,-1.127684907666568,-1.189615224616538,1.0570272943540209,0.7151064789572428,0.2845500355889631,0.30363926793946777,0.4957456266464189,0.002972576810523521,-0.844935686782349,-1.8079132205958284,-9.45174450375313,-19.502617015395053,12.843314370443654,212.7329565194729,,6.330769478061865,6.030319457830385,0.704386085163542,-51.259013774783114,32.80552478169286,33.46090259108433,-1.1309880739741627,-1.19181837765607,1.0534791606103724,6.330769478061865,6.030319457830385,0.704386085163542
1.0,-0.15761811361995107,-0.6024121468151719,-0.4052811725539904,-0.17972672603540488,7.636948842628329,-6.0266263695324165,-0.3368096491229711,-0.016674257252402236,-0.025772399983673106,0.11254239330689113,0.5092708231771693,0.5018804935263652,0.6880025203321495,1.6181653632837183,-0.9394589452182546,0.6550565367820216,-3.8373751258850097,-5.010375168323517,31.229251403808593,260.5414527700139,,-0.33728237437339975,7.033982688305425,-6.431473830166985,-45.64425148010254,47.300627059936524,51.84262710571289,-0.34012190435579653,-0.01887834246390232,-0.02932289549343214,-0.33728237437339975,7.033982688305425,-6.431473830166985
2.0,-0.10937533838821963,0.09067444163973969,0.14524491118900548,-0.47526022921417754,7.696390520228018,-6.026936658538214,0.00632634768536424,-0.10440563615502826,0.017568995368064326,0.11567871220926247,0.5170403828125189,0.49834714874182595,0.6856856234002822,1.6256529871780094,-0.9330913501210732,0.6440367993741932,-7.65937530040741,-5.835375247001648,35.005876541137695,260.5488787783124,,-0.5844237881039481,7.7865479063279555,-5.881206219739253,-49.46625198364258,46.47450164794922,55.61850219726563,0.0030196080048221583,-0.10661507286953137,0.014010171903589485,-0.5844237881039481,7.7865479063279555,-5.881206219739253
3.0,-0.11478719664235398,-0.3991659379600748,0.23483046048832143,0.05550804730121266,7.661183478785496,-6.085325465482824,0.025824133288299682,0.005653835339748328,0.03245680682859061,0.10741781304572143,0.5301517236466501,0.4788261099773295,0.6909945770805958,1.6039221824384202,-0.8879806311691508,0.6059379466608459,-11.385000400543213,-6.323250226974487,39.64200149536133,260.99496459597367,,-0.0592911766714179,7.261548869750079,-5.849998810712029,-53.192627334594725,45.98550163269043,60.25762733459473,0.02251596551960205,0.0034497535400240136,0.028902227967276727,-0.0592911766714179,7.261548869750079,-5.849998810712029
4.0,0.19449642531131164,0.02419191008747214,-0.021345952037021075,0.0473942389333676,7.78980295256813,-5.920937613685532,-0.03434803925326788,0.03310919004748119,-0.046454779196567104,0.12513952421964986,0.5251301851603064,0.4760719956737934,0.6939536156040607,1.579231083983242,-0.9147851661880417,0.5647250225048254,-12.771750545501709,-11.003625411987304,41.160001602172855,255.03723751342736,,0.24174357563404753,7.813512282796426,-5.9418314612737975,-54.57900245666504,41.30662673950195,61.773377380371095,-0.03765343155200575,0.030905146804619945,-0.05000551396926098,0.24174357563404753,7.813512282796426,-5.9418314612737975
5.0,0.008858704897990026,-0.2293502286371618,0.2426313125334754,-0.0625318011411899,7.626976272847393,-6.142813611738752,0.005706250248476863,-0.014877499546855688,-0.008732624989934266,0.09581550461525964,0.5142167393523868,0.48180928767317593,0.7028919900998031,1.5602604209786595,-0.8882287498747948,0.609201700970678,-13.73962553024292,-12.592125492095947,39.44700157165527,252.2905448116975,,-0.05585147118579377,7.4018753650141695,-5.910703224294326,-55.54762756347656,39.71812629699707,60.06262710571289,0.0024007501872256396,-0.01707887453958392,-0.012288374505005776,-0.053563366722463084,7.397061749260025,-5.899641372189663
6.0,-0.20167612942341384,-0.2710586821897841,-0.04464277985625633,0.07854499168103875,7.703271431498008,-6.036604291141623,0.0027432599716691996,-0.06614423958201181,0.030144852362390534,0.09480798015795132,0.5150514900094212,0.48395761404887283,0.7008080287735061,1.569537071898432,-0.8885814305579308,0.6187875323956555,-12.057750415802001,-12.003375511169434,37.43175148010254,252.20618076548115,,-0.12306089983275621,7.431732555427174,-6.080743336441493,-53.86500244140625,40.30612678527832,58.04512718200684,-5.607844202541837E-4,-0.0683455882530075,0.026591421556932962,-0.12306089983275621,7.431732555427174,-6.080743336441493
7.0,0.040235304467306277,-0.057441611654392565,0.21928958643209373,0.24170224457139186,7.529015681322883,-6.254735605389464,-0.01052079133984476,-0.0020012374884347513,0.0616108902896026,0.08072665289486988,0.51557989167695,0.4805220864196815,0.7045517203831436,1.5609801205077973,-0.8640105145992619,0.6286300161097309,-9.96712532043457,-9.379500331878662,35.96625141143799,255.3521520568859,,0.2839588380016971,7.466243005266376,-6.040632649963977,-51.7728775024414,42.92925132751465,56.58262741088867,-0.015373876322992147,-0.005939999888651073,0.06035562491510063,0.2839588380016971,7.466243005266376,-6.040632649963977
8.0,0.17066119021736084,-0.19270365931093691,0.030026749670505525,0.29508809962927707,7.599244349073656,-6.150773407209037,0.02535526976719791,0.05632512242642834,-0.07632058748391037,0.07806155014783143,0.49628196984529493,0.48764183789491655,0.7135585981607437,1.521897943019867,-0.8845402830839157,0.6298914742469788,-7.918500318527221,-10.095375308990478,34.25287658691406,253.5787519494454,,0.4647727970882217,7.40114438179696,-6.121047331555055,-49.72537696838379,42.2148762512207,54.87037757873535,0.02128391051296108,0.05256447995007776,-0.07963155836125116,0.4647727970882217,7.40114438179696,-6.121047331555055
9.0,0.03585735253314031,-0.12441552757723805,0.2010721083520455,-0.06795420699442427,7.7700821745629405,-5.946241813547471,0.0215344064509367,-0.014651237903992729,0.005005816855274215,0.08194440201509233,0.4959867655062208,0.4973500742047441,0.7067313772790572,1.5503589031743068,-0.9017981168101815,0.65531666839824,-3.4417501497268677,-10.306500339508057,31.15575122833252,251.71178925304218,,-0.03201176386837866,7.645188593396954,-5.744639997388802,-45.250126419067385,42.00337646484375,51.77287696838379,0.018228960357200685,-0.016855321603246255,0.001459405379425181,-0.03201176386837866,7.645188593396954,-5.744639997388802
10.0,-0.14911905054630029,-0.27048184637828626,-0.04540917959460749,0.10357698947560079,7.740695013858304,-5.985392046446847,-0.03331004841454035,-0.046247181149345694,0.01569656819086887,0.08642892111646067,0.5013484724677435,0.49475266083632363,0.704286258999664,1.5586413581772607,-0.9007001171017638,0.6471277782232454,0.2711250168085098,-6.876000308990479,27.350251121520998,255.93528713455123,,-0.04545000426950726,7.469744894764211,-6.030286916411749,-41.537251510620116,45.43387641906738,47.96550155639648,-0.03662352966071636,-0.04845122499482743,0.012147181028244542,-0.04545000426950726,7.469744894764211,-6.030286916411749
11.0,0.05189318779284264,-0.14843925548772705,0.2522986151905048,0.17494419751928583,7.6492803498069835,-6.107771779050921,0.028139375103637575,-0.024649625173769892,0.06654037463478744,0.07791212887162029,0.503265001101069,0.4889640684175019,0.7078133272652579,1.5475961949565622,-0.8801761765291195,0.6434906986680361,3.9330001735687254,-2.429625092744827,22.981125869750976,264.1218846434607,,0.22011912785192003,7.508500314226337,-5.862781162355461,-37.87050155639648,49.88062728881836,43.59600166320801,0.02482974993996322,-0.026850999905727802,0.06299837446771563,0.2267836737619381,7.500316648200007,-5.854917604144257
12.0,0.1851016608721549,-0.0023969509592740843,-0.011789437494065502,0.20639620758224242,7.661071168314113,-6.090223968619167,-0.03034975466446257,0.0553841912278942,-0.04790661690354932,0.0722997097298503,0.4894751790165901,0.49810332983732225,0.7117273646593094,1.532450531721115,-0.8949243766069412,0.6629928404092789,10.195500450134277,4.762875188663602,22.645500793457032,281.3024044165028,,0.3913307111654984,7.658140418553116,-6.1015101895473975,-31.61212627410889,57.07425231933594,43.25962631225586,-0.035646534483363426,0.04983762306815917,-0.04959393602030555,0.3913307111654984,7.658140418553116,-6.1015101895473975
13.0,0.0031306445050765484,-0.3383822044102,0.3112811950930193,-0.026659637990900698,7.702438522787655,-6.04051258984734,0.044174257564441405,0.018584282072906445,-0.025283663183229395,0.06927492173717302,0.49069971664279116,0.5003334108520957,0.7098446032580208,1.5426550776350731,-0.892041472827687,0.6758933435468113,13.15687557220459,13.27275047302246,28.739626235961914,294.783824500114,,-0.02347647122965724,7.3635253579008815,-5.728757591808543,-28.648501091003418,65.58337814331054,49.355252227783204,0.040864726980355114,0.01637747452714213,-0.02883688046477071,-0.02347647122965724,7.3635253579008815,-5.728757591808543
14.0,-0.08161486139391909,0.008538005836676844,-0.17608513479526755,-0.11336869996336132,7.810292635813798,-5.896817585029225,-0.0031840691397733547,-0.09822352964650183,0.012488235518628476,0.07143508901100347,0.48185840249061584,0.511830337271832,0.7072256071732776,1.5526772336204453,-0.9159109769481244,0.7005092495738869,15.747000694274902,14.336625614166259,38.30550140380859,290.64883271294076,,-0.1948708058334887,7.818301809896337,-6.07242207007833,-26.059126091003417,66.64875259399415,58.92037734985352,-0.006490808742705221,-0.1004248768018157,0.008933455007625562,-0.1948708058334887,7.818301809896337,-6.07242207007833
15.0,-0.112678204695055,-0.46007243576733503,0.2857888119190237,0.23501293098225312,8.07822834744173,-5.508605003356934,0.06729740126169112,-0.002833044018116918,0.0523480199286622,0.08065355868608344,0.4711308827002843,0.5179857570751041,0.7090771624854967,1.5388909847128625,-0.9452447780207092,0.6937131782372793,17.524500713348388,9.577875442504883,45.71962661743164,281.85290157452783,,0.1223441217021615,7.6176738879259895,-5.222281145114525,-24.280500984191896,61.88775215148926,66.33487854003906,0.06399195454092604,-0.005037128768566221,0.0487934405233084,0.1223441217021615,7.6176738879259895,-5.222281145114525
16.0,0.01654989018317054,0.10602420921170033,-0.015891531362465704,0.289014368762359,8.012637648251978,-5.616817937038912,-0.024492524089474305,-0.010394731285415735,0.03156299058201851,0.2162164932135308,0.5554495807921532,0.4155396329294337,0.6791323836487119,1.5245519475181504,-0.9502092546755725,0.2969678029565528,18.002250785827638,6.861375312805176,47.751752014160154,278.1704904566794,,0.3053272383121571,8.118188971340066,-5.632163099723287,-23.805001029968263,59.17162719726562,68.36737747192383,-0.027800612676633047,-0.012605514381920882,0.028001470272155368,0.3053272383121571,8.118188971340066,-5.632163099723287
17.0,0.23660062356865827,-0.353395820549219,0.16000203011409925,0.15259715660895204,7.995338851330327,-5.640492186826818,-0.007957301609734497,0.10396769723974832,-0.1048008663819568,0.23744259599377127,0.5685479792894101,0.39887165409677167,0.6783761072392557,1.5125990007437913,-0.9475732726209304,0.22785135723796546,16.423500652313233,9.815250358581544,49.106252365112304,281.2884692382885,,0.3900000198068572,7.635569464926626,-5.472617894995446,-25.38300106048584,62.12625244140625,69.71812774658203,-0.012926375241950155,0.1050004991516471,-0.10928362396545709,0.3900000198068572,7.635569464926626,-5.472617894995446
18.0,-0.061633663224332995,-0.0044560082404330225,0.04750618493497962,0.06528110884701704,7.764543759940874,-5.960015476340114,-0.022156372479181372,-0.01074117619325133,-0.009647916801566002,0.24389853468625852,0.5893645912113756,0.37376805195713986,0.6732329820642377,1.5289814731862286,-0.9120393596073189,0.18456956095034532,19.350375785827637,11.826000442504883,52.192502365112304,282.7686618149567,,0.0037500041451692433,7.759593921132607,-5.9120156222050735,-22.45575080871582,64.13700248718261,72.80887847900391,-0.02545906916059846,-0.012943872296269619,-0.013199999882821358,0.0037500041451692433,7.759593921132607,-5.9120156222050735
19.0,-0.19578138012986848,-0.33216890800452115,0.03530439287515394,0.2538223639450164,7.97285929848166,-5.679421055550669,0.03490049406738564,-0.0698173260500673,0.02740334126047126,0.33158961668902753,0.6245293687371647,0.3021978528476229,0.6383208188356138,1.5102891501258402,-0.9289296158388549,-0.07696472411500473,19.72425075531006,4.702875216007232,49.14637680053711,275.3405849612841,,0.058008823963795225,7.640243025387035,-5.643542888117771,-22.082250938415527,57.01350227355957,69.76087829589844,0.03158688091092033,-0.07202141074519051,0.02384603970066303,0.058008823963795225,7.640243025387035,-5.643542888117771
20.0,0.03811400920152664,-0.06354756713844836,0.2428111617267132,0.25664846080355347,8.046483807563781,-5.568167009353638,-0.002168687512305113,0.05434925642122727,0.0335990100923815,0.34125993221998213,0.631173614859581,0.30052600264549256,0.6281033098697663,1.5322689163684844,-0.9414630830287933,-0.08459964286535979,18.068250827789306,2.5815000951290132,39.19125144958496,273.88275641359365,,0.29086635001741423,7.992584034948066,-5.332994775016709,-23.737875938415527,54.89212699890137,59.80800231933594,-0.005471411460807713,0.05214517294327811,0.030037623106289914,0.29458501351997257,7.9824498701095585,-5.324884722232818
21.0,0.18501782263903058,-0.1699169027235578,-0.05060977452233726,0.22082844188473388,7.9107916588876765,-5.747750511356428,-0.006481559504524316,-0.012923638599159399,-0.017944430351478628,0.3319266339143117,0.6234468975487877,0.30274927323939754,0.6397487439361274,1.5056870743340136,-0.9294306057340959,-0.07866241370199942,14.253000583648681,8.145000343322755,38.47200164794922,281.9079370703645,,0.4055853124854027,7.74037683243845,-5.797919387910881,-27.5538761138916,60.45600227355957,59.08800224304199,-0.009785643723415265,-0.015133167861379904,-0.021490840730026807,0.4055853124854027,7.74037683243845,-5.797919387910881
22.0,-0.034467860947980884,-0.2203121619796989,0.21691810671645817,-0.12479103999765645,7.864952771970541,-5.82836364047362,0.024946814284239914,-0.0014127448210310117,-0.005061885981144858,0.3111645260659775,0.6234942190717943,0.32045436938210287,0.6415052874253528,1.5426213092142993,-0.9260745473427348,6.142689934055699E-4,10.716000366210938,9.873375339508057,43.818376541137695,282.7340481369861,,-0.15911287751675832,7.644172616524272,-5.610973015870198,-31.09237621307373,62.18512741088867,64.43512809753418,0.021641420679824316,-0.0036194852105907948,-0.008608579042130242,-0.15911287751675832,7.644172616524272,-5.610973015870198
23.0,-0.10615919449357498,-0.18204505140801855,-0.08723387121697705,-0.1299683134728933,7.989349468081605,-5.6483820559931734,-0.0696808747202158,-0.05806349924299866,0.03277724971063435,0.31973503004102144,0.626833552238988,0.3224663544519275,0.6326896483991661,1.5607949144699995,-0.9426482156211254,-8.747656139152526E-4,9.134250345230102,5.751750183105469,47.361751556396484,276.92293844187634,0.0,-0.235988248797024,7.806826839260027,-5.735109081455305,-32.67150142669678,58.06350250244141,67.97475311279297,-0.07158032143119686,-0.060983291896299856,0.028197028996920823,-0.23375050856335328,7.815794925878544,-5.73997154330263
24.0,0.0024420986546198884,-0.18542016216433874,0.2790497839174206,0.27797030699485453,7.85184637390741,-5.835995556104301,0.05402252472715803,7.74629040630442E-4,0.03158007402175871,0.3161281409240005,0.6271620906225526,0.3044816822108656,0.6430609143606507,1.526777998055562,-0.9081641541849269,-0.03954694729925382,5.138250179290772,5.509125213623047,47.89650184631348,276.55892725499024,,0.2788260098546743,7.65417332649231,-5.527249763011932,-36.66825134277344,57.82050231933594,68.51287826538086,0.05071299505595228,-0.0014294543635505852,0.02802549516966585,0.2803425841254763,7.665943400694593,-5.556425016705353
25.0,0.21033680170202756,-0.03298867121338844,0.004669772341183507,0.2674739406637774,7.875264621017003,-5.792794680831456,-0.009823161067769808,0.06035441149701821,-0.03860245003164107,0.3286033476343249,0.619448462925335,0.30773834367789843,0.6426929855110621,1.4994184298090416,-0.9322255808528107,-0.06881470198623173,0.6060000216215848,4.122375140190124,49.48875251770019,274.78235982384797,,0.47760150697783077,7.841792474878897,-5.7875883980552745,-41.20125160217285,56.43337738037109,70.10625259399414,-0.013129901775505905,0.05814362729570883,-0.042155882179298824,0.47760150697783077,7.841792474878897,-5.7875883980552745
26.0,-0.03734343964149993,-0.29662046630812045,0.23569648139470933,-0.10223799850791693,7.963061112983554,-5.68653325473561,0.0241482665596327,0.01218576733447095,-0.05110779671588599,0.32480790597551007,0.6232030035233965,0.31831471943387796,0.6359033976115432,1.5367594267807754,-0.9435380708937552,-0.027551760832555408,-1.7640000735223293,-0.3262500161677599,51.524252014160155,269.6345247359936,,-0.13952941653848278,7.665950340383193,-5.4503929334528305,-43.570501708984374,51.983627014160156,72.13762802124023,0.020838738147095585,0.009984405992534195,-0.0546705438386612,-0.13952941653848278,7.665950340383193,-5.4503929334528305
27.0,-0.13559792978921906,-0.11021276122424752,-0.19247607750294266,-0.016525227539610155,8.163255384652922,-5.394970100704986,0.04949056328383877,-0.056042034626372306,0.03549387265800261,0.3363907596468925,0.619757165312767,0.32456730723381044,0.6299588984251022,1.5346745657920837,-0.9722454637289047,-0.03793001957703382,-2.7978751039505005,-3.494625132083893,49.190626831054686,265.90946296090226,,-0.15315594885608938,8.044699404499319,-5.576069067020227,-44.60325157165527,48.81562698364258,69.80587829589844,0.04453910850357301,-0.05902970247523914,0.033382549457768404,-0.15315594885608938,8.044699404499319,-5.576069067020227
28.0,6.205892309035157E-4,-0.2515227751550721,0.30409343356230095,0.2298792443585162,8.37501418356802,-5.063145487916236,0.0021986387448735757,0.02871980152028327,0.01326126216606486,0.35646062884844987,0.6216694040625703,0.32026931380524354,0.6193231975331026,1.530414453908509,-0.997430844634187,-0.0805303156375885,-0.204375017285347,-1.9530000799894334,48.25425193786621,267.6684821217718,3.0,0.23041324317911824,8.122990098654055,-4.7586046340418795,-42.009376525878906,50.35837715148926,68.86800354003907,-0.001108168960908557,0.026517079119561332,0.009708044109958232,0.23041324317911824,8.122990098654055,-4.7586046340418795
29.0,0.1516523836364988,-0.09978111674127371,-0.029051474415429747,0.21429067271494187,8.178048346302297,-5.366386413574219,-0.05105698536898868,0.054274754470908175,-0.036379534075511435,0.3549808924741084,0.6206213997142149,0.30932380421326894,0.6265588567988707,1.5035873533475517,-0.9767266913215713,-0.10879576914381273,4.869000201225281,-0.1590000046789646,49.98825225830078,269.81036727076537,,0.36580249313080665,8.077751372120169,-5.3949151275181535,-36.93900150299072,52.15162734985351,70.60500350952148,-0.05436237791881842,0.05207340680427995,-0.03992892103726227,0.36580249313080665,8.077751372120169,-5.3949151275181535
30.0,0.0037849592413790154,-0.19059273824648987,0.21945222540952192,-0.08071351499471924,8.121931562329284,-5.456179854893448,0.03875987434759736,0.002862750766798854,-0.03697099921759218,0.34766225708593235,0.6266256063291342,0.30576886989102503,0.6267226238061886,1.5228149631235859,-0.9595573461881959,-0.09181531190429584,9.588000392913818,-2.423250101953745,49.75837707519531,267.1955616146019,,-0.08529853462880733,7.930195976706112,-5.2274943894031,-32.21887622833252,49.8873770904541,70.37025344848632,0.03545437512919307,6.531249079853297E-4,-0.04052124968264252,-0.07687574735667446,7.930880584339104,-5.236241855243645
31.0,-0.17523739614153955,-0.2852691581085472,-0.06096620536103872,0.15645917860034964,8.208879725767835,-5.328426809594182,-0.008968504469878241,-0.025754288980262538,0.008709681804711912,0.35201383374705175,0.6257777845505441,0.307971594652327,0.6238042895156558,1.5231693192283706,-0.9701907605227857,-0.09579733198527063,10.808625431060792,-6.141750288009644,47.85412673950195,262.68259345151876,,-0.01861782477117411,7.9230850144188,-5.388852716672538,-30.998626251220703,46.16850151062012,68.46900375366211,-0.01227389733014884,-0.02795428931530492,0.005156249748360293,-0.01861782477117411,7.9230850144188,-5.388852716672538
32.0,0.18286777295026124,-0.06641233264121647,0.1447066076062209,1.2218654381006262,8.474706504859176,-4.637053802901623,0.24202586575826207,0.07437933115104195,-0.308378463776985,0.4292049907586154,0.5992604383066589,0.2744140297758813,0.6143290686841104,1.3046614270584256,-1.0172929278775757,-0.4111791061712246,7.464375350475311,-11.112750358581543,45.92400173187256,256.3188479640281,,1.4042500687635266,8.407751878102621,-4.491876687489304,-34.34175132751465,41.19787612915039,66.5373779296875,0.23872178163619176,0.07217252443055852,-0.3119344052554357,1.4042500687635266,8.407751878102621,-4.491876687489304
33.0,-0.6189361115296682,-0.005333611276000738,0.30180263840075994,2.707403083642324,9.168728325102064,-2.0983034637239246,0.16666486436450803,-0.35412195687358444,0.05574324354529381,0.5307180003987418,0.5203857802682452,0.29442352635992897,0.6003142694632212,0.8306899037626054,-1.1342826320065393,-0.9005483140548071,-0.744791690674093,-20.816667556762695,40.686459647284615,242.86112881366333,,2.087991774082184,9.162983814875284,-1.7958834171295166,-42.5531260172526,31.490626441107857,61.29896015591092,0.16335743096833294,-0.3563256753054825,0.05218310810222819,2.087991774082184,9.162983814875284,-1.7958834171295166
