seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,pedometer_steps,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x
0.0,0.6193106513210508,-0.22889896347945513,-0.47151836631603017,4.009656799394031,5.413832082304844,-6.283002387645633,0.024844824154486602,-1.275208181305521,1.084966662200703,0.10499670980586183,0.2948814891278744,0.289608929706954,0.856589138507843,0.638377002245465,-0.6532834993545399,-0.06556630288088304,-20.588808908018954,1.9805233589438505,10.835320195486378,241.84891267407383,,4.6356141842728436,5.179986856704534,-6.737995092258897,-73.9111942912257,41.812065745508946,66.99942176286564,0.026063361429962618,-1.2775046048129255,1.0831918027037861,4.6356141842728436,5.179986856704534,-6.737995092258897
1.0,-0.2601756729683516,0.07378435783701405,-0.04662267163875374,5.302232610117091,7.3541374395389365,-3.695334618634517,-0.23597314207362804,-0.23090606284244816,0.20967252465831762,-0.037893267523608,0.10120352497785398,0.4881719400977144,0.8633006752127468,0.38100576961394583,-0.9886661697142195,0.28810204859675453,-37.87200149536133,-11.706750469207764,-9.144375352859496,142.15931997139876,,5.041495790575991,7.427389947494658,-3.7414353318733746,-91.1943783569336,28.12312602996826,47.0197518157959,-0.23476287017640943,-0.2331931928430896,0.20788910649348014,5.041495790575991,7.427389947494658,-3.7414353318733746
2.0,-0.2305645618430975,0.12125634719239603,0.15887225782590927,4.818228542214573,7.580443953523542,-3.862805503429753,-0.06929863732547896,0.09052673351056505,-0.02771101506094974,-0.08019859362209197,0.17462023790224945,0.4484173555185299,0.8718096307008574,0.6113261615875925,-0.8556406433039373,0.46820308400852845,-40.87162628173828,-14.905125637054443,-11.367375392913818,142.96875910915512,,4.603534029979332,7.694745952007818,-3.7133045734143724,-94.19475326538085,24.92325092315674,44.79450134277344,-0.06808836645640359,0.08823143700045524,-0.029488984523064428,4.587182880628227,7.701248386118672,-3.703406595947719
3.0,0.18991538561825264,-0.37264071297970147,0.012710812520051356,4.211918427212404,7.899819024718634,-3.9527538932195982,0.05078242392288429,0.06830618799765512,-0.008176486123131939,-0.0951407820281416,0.17540976272361114,0.4665651592877832,0.8608101653580619,0.6606768912608081,-0.8801585447670209,0.5398719148470623,-42.14512641906738,-19.013250789642335,-11.21325044631958,149.59983275228254,,4.401374458086373,7.526694420540687,-3.9395511787716706,-95.46787811279297,20.816250686645507,44.94675148010254,0.05199542097138739,0.06601905715790125,-0.009957177546059732,4.401374458086373,7.526694420540687,-3.9395511787716706
4.0,-0.31382399025446206,-0.07495153186769754,0.09898386395298968,4.372929926012077,7.765334989510331,-4.0365605284185975,0.045186274675835,-0.025620832783626576,0.02692573503408508,-0.1215576074433093,0.16671748050287657,0.46117301197612987,0.8622221315608305,0.6562158471229029,-0.8565818620663063,0.5880168764030232,-42.85612648010254,-19.863750801086425,-11.53237548828125,149.9986853038954,,4.058609022813685,7.689916563969033,-3.9370619736465753,-96.18000366210937,19.967625770568848,44.63025169372558,0.0464035541860058,-0.027900366733471554,0.025158455357978157,4.058609022813685,7.689916563969033,-3.9370619736465753
5.0,-0.02148002004804145,0.20030723017926264,-0.31474833631666727,4.700932719919941,7.662023681225163,-3.8423688128443048,-0.0070370052489313745,-0.045419924449876393,0.09206782003846203,-0.12005800016150617,0.15911450436209687,0.4584720007853933,0.8648026644593418,0.6323071346424594,-0.8577133777117966,0.573061056951485,-41.65837677001953,-19.13100082397461,-11.921625518798828,148.0784430860809,,4.678968056593791,7.861834516619692,-4.156613071366112,-94.98187850952148,20.698875656127928,44.23950164794922,-0.005825370891333216,-0.04771522229703346,0.09029257383271314,4.678968056593791,7.861834516619692,-4.156613071366112
6.0,-0.2288722250537545,-0.4492105072473778,0.1567620769983121,4.234247392299128,7.950093297397389,-3.8076111358754776,-0.07042426508668737,-0.08009914000628188,0.07018700934143043,-0.10907053019778401,0.16295009749192818,0.480294890555681,0.8537860349112866,0.6700746831940669,-0.9037623908005509,0.5891509877116072,-38.23762657165528,-19.332000732421875,-11.109000511169434,150.2705966876479,,4.004914887979919,7.500395915087531,-3.6503663366916133,-91.56112808227539,20.49862579345703,45.05400169372559,-0.069209681024921,-0.08238406745972586,0.06841164186377735,4.004914887979919,7.500395915087531,-3.6503663366916133
7.0,-0.10715700978514656,0.14038820063123608,0.09062189985029769,4.077805873191003,8.114013218643642,-3.6309613378921357,-0.024400124423168967,0.02910779562253173,-0.03193539574668549,-0.09937371210296556,0.1577265048676198,0.494154822413284,0.8485540724036718,0.6696702708112131,-0.9407434864799575,0.582802668656453,-34.59675117492676,-18.926250610351563,-10.600125465393067,150.8873374812555,,3.970180882085668,8.253918203977076,-3.539844243833334,-87.91987838745118,20.9051256942749,45.562876586914065,-0.02318440586107202,0.02681113884664408,-0.03371608855276562,3.970180882085668,8.253918203977076,-3.539844243833334
8.0,0.29843728623288396,-0.18715002966841848,-0.04313624438387111,3.815441891698554,8.289621178466495,-3.503485087120887,0.03205111290853802,0.0011190581827027963,-0.022076238168053108,-0.0988960993466991,0.14830914796283928,0.5046462573037289,0.8438984137950557,0.6672485706829788,-0.9672632606902926,0.593945309667304,-31.510126266479492,-17.597250804901122,-10.822875366210937,148.51558262163806,,4.094132554297354,8.100619489071416,-3.5325163532705868,-84.83362869262696,22.233375854492188,45.33825164794922,0.033273638410512174,-0.0011748749771994529,-0.02385012361008932,4.113411589424209,8.101972650773455,-3.5461249304289866
9.0,-0.48499714557081464,-0.29471929628401994,-0.02535332938656211,3.4331032002326287,8.580928821374874,-3.162670109531667,0.01632029728244732,-0.053239726839531765,0.07971187985253216,-0.15426033981144427,0.08323595009744167,0.5417196282744408,0.8208277279138565,0.6580671656131745,-1.0442469930648803,0.762203089594841,-26.80387626647949,-16.95412576675415,-12.334125537872314,143.8042607801459,0.0,2.96294568704976,8.278458807728079,-3.1666011295032384,-80.12512817382813,22.876125869750975,43.825126571655275,0.020703374668955804,-0.058502123639918864,0.08099024979397655,2.947234644042328,8.284063892364502,-3.1917676405236124
10.0,-0.006070445236914298,0.18704472113327653,-0.12235766718867143,3.9953661572699453,8.281411816092099,-3.3240847517462337,0.021246445789823636,0.13429436222741417,-0.010466176304308808,-0.13800193047990986,0.10577815654231053,0.505304745014976,0.8446321370554906,0.5995183049463758,-0.9705731658374562,0.6473264916270387,-25.345125999450683,-9.9371253490448,-10.521375331878662,133.21988642911168,,3.988804598649343,8.4679283581528,-3.445935464372822,-78.66712799072266,29.891251029968263,45.63712631225586,0.022456985336783176,0.1320053917931064,-0.012236151191424214,3.988804598649343,8.4679283581528,-3.445935464372822
11.0,-0.09635687954491004,-0.30836961351335046,-0.028766618901863696,3.9019103240966797,8.330069613456725,-3.337271933555603,-0.03233312501106411,-0.09430162304081023,0.06375187440775335,-0.11610295981168747,0.12731331042945385,0.513541878759861,0.8393259662389755,0.6509447699785232,-0.9867600387334824,0.6342550599575043,-23.434875869750975,-3.8471251583099364,-6.955875301361084,117.71165628929649,,3.821940779685974,8.043214288088354,-3.374343702108553,-76.7580030822754,35.98275146484375,49.204877395629886,-0.031116250581108035,-0.09659374997485429,0.06198087522760034,3.805050185918808,8.021206922531128,-3.3654871368408203
12.0,-0.2980328450417694,-0.007959372693827996,0.12151113525489528,4.0534866721022365,8.257948912826238,-3.334909778015286,-0.022839828613488114,-0.010059068709904072,0.0018656856115615251,-0.09193935658376996,0.138345673385233,0.5053369633041986,0.8460671883998531,0.6287442357233255,-0.9803486271659927,0.5599239267925225,-25.64400108337402,2.0730000734329224,-1.5446250580996275,144.8036203730163,,3.754951647683686,8.249516589968811,-3.2128927918041454,-78.96787796020507,41.903251800537106,54.61912696838379,-0.01917784726062771,-0.010602476637773585,4.533420519737324E-4,3.754951647683686,8.249516589968811,-3.2128927918041454
13.0,0.15287177190922274,0.05897532965951037,0.0026216409307452714,3.889652974534743,8.371844872389689,-3.2354490969440723,-0.012738490186742332,0.10155532138403689,-0.08215692990210534,-0.09180252445806371,0.12967439600736788,0.5143828932011482,0.8417494922581286,0.6237117595011645,-1.0037272377769546,0.5675567606888196,-30.274126319885255,3.037500114440918,4.052625143006444,280.99411727877634,,4.042014552815126,8.430331588971733,-3.232342733605073,-83.5976286315918,42.868126678466794,60.21412734985351,-0.011518688153217334,0.09926546982830704,-0.08392128620370484,4.042014552815126,8.430331588971733,-3.232342733605073
